id,name,is_subtechnique,tactics,platforms,description
T1074.002,Remote Data Staging,True,collection,ESXi|IaaS|Linux|macOS|Windows,Adversaries may stage data collected from multiple systems in a central location or directory on one system prior to Exfiltration. Data may be kept in separate files or combined into one file through techniques such as [Archive Collected Data](https://attack.mitre.org/techniques/
T1078,Valid Accounts,False,stealth|persistence|privilege-escalation|initial-access,Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries may obtain and abuse credentials of existing accounts as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Compromised credentials may be used to bypass access controls placed on various resources on systems within the network a"
T1078.001,Default Accounts,True,stealth|persistence|privilege-escalation|initial-access,Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries may obtain and abuse credentials of a default account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Default accounts are those that are built-into an OS, such as the Guest or Administrator accounts on Windows systems. Def"
T1078.002,Domain Accounts,True,stealth|persistence|privilege-escalation|initial-access,ESXi|Linux|macOS|Windows,"Adversaries may obtain and abuse credentials of a domain account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion.(Citation: TechNet Credential Theft) Domain accounts are those managed by Active Directory Domain Services where access and"
T1078.003,Local Accounts,True,stealth|persistence|privilege-escalation|initial-access,Containers|ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may obtain and abuse credentials of a local account as a means of gaining Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Local accounts are those configured by an organization for use by users, remote support, services, or for administration on"
T1078.004,Cloud Accounts,True,stealth|persistence|privilege-escalation|initial-access,IaaS|Identity Provider|Office Suite|SaaS,"Valid accounts in cloud environments may allow adversaries to perform actions to achieve Initial Access, Persistence, Privilege Escalation, or Defense Evasion. Cloud accounts are those created and configured by an organization for use by users, remote support, services, or for ad"
T1080,Taint Shared Content,False,lateral-movement,Windows|SaaS|Linux|macOS|Office Suite,
T1082,System Information Discovery,False,discovery,ESXi|IaaS|Linux|macOS|Network Devices|Windows,"An adversary may attempt to get detailed information about the operating system and hardware, including version, patches, hotfixes, service packs, and architecture. Adversaries may use this information to shape follow-on behaviors, including whether or not the adversary fully inf"
T1083,File and Directory Discovery,False,discovery,ESXi|Linux|macOS|Network Devices|Windows,Adversaries may enumerate files and directories or may search in specific locations of a host or network share for certain information within a file system. Adversaries may use the information from [File and Directory Discovery](https://attack.mitre.org/techniques/T1083) during a
T1087,Account Discovery,False,discovery,ESXi|IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows,"Adversaries may attempt to get a listing of valid accounts, usernames, or email addresses on a system or within a compromised environment. This information can help adversaries determine which accounts exist, which can aid in follow-on behavior such as brute-forcing, spear-phishi"
T1087.001,Local Account,True,discovery,ESXi|Linux|macOS|Windows,Adversaries may attempt to get a listing of local system accounts. This information can help adversaries determine which local accounts exist on a system to aid in follow-on behavior.
T1087.002,Domain Account,True,discovery,Linux|macOS|Windows,Adversaries may attempt to get a listing of domain accounts. This information can help adversaries determine which domain accounts exist to aid in follow-on behavior such as targeting specific accounts which possess particular privileges.
T1087.003,Email Account,True,discovery,Windows|Office Suite,Adversaries may attempt to get a listing of email addresses and accounts. Adversaries may try to dump Exchange address lists such as global address lists (GALs).(Citation: Microsoft Exchange Address Lists)
T1087.004,Cloud Account,True,discovery,IaaS|Identity Provider|Office Suite|SaaS,"Adversaries may attempt to get a listing of cloud accounts. Cloud accounts are those created and configured by an organization for use by users, remote support, services, or for administration of resources within a cloud service provider or SaaS application."
T1090,Proxy,False,command-and-control,ESXi|Linux|macOS|Network Devices|Windows,Adversaries may use a connection proxy to direct network traffic between systems or act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure. Many tools exist that enable traffic redirection through prox
T1090.001,Internal Proxy,True,command-and-control,ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may use an internal proxy to direct command and control traffic between two or more systems in a compromised environment. Many tools exist that enable traffic redirection through proxies or port redirection, including [HTRAN](https://attack.mitre.org/software/S0040), "
T1090.002,External Proxy,True,command-and-control,ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may use an external proxy to act as an intermediary for network communications to a command and control server to avoid direct connections to their infrastructure. Many tools exist that enable traffic redirection through proxies or port redirection, including [HTRAN]("
T1090.003,Multi-hop Proxy,True,command-and-control,ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may chain together multiple proxies to disguise the source of malicious traffic. Typically, a defender will be able to identify the last proxy traffic traversed before it enters their network; the defender may or may not be able to identify any previous proxies before"
T1090.004,Domain Fronting,True,command-and-control,Linux|macOS|Windows|ESXi,Adversaries may take advantage of routing schemes in Content Delivery Networks (CDNs) and other services which host multiple domains to obfuscate the intended destination of HTTPS traffic or traffic tunneled through HTTPS. (Citation: Fifield Blocking Resistent Communication throu
T1091,Replication Through Removable Media,False,lateral-movement|initial-access,Windows,"Adversaries may move onto systems, possibly those on disconnected or air-gapped networks, by copying malware to removable media and taking advantage of Autorun features when the media is inserted into a system and executes. In the case of Lateral Movement, this may occur through "
T1092,Communication Through Removable Media,False,command-and-control,Linux|macOS|Windows,"Adversaries can perform command and control between compromised hosts on potentially disconnected networks using removable media to transfer commands from system to system.(Citation: ESET Sednit USBStealer 2014) Both systems would need to be compromised, with the likelihood that "
T1095,Non-Application Layer Protocol,False,command-and-control,ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may use an OSI non-application layer protocol for communication between host and C2 server or among infected hosts within a network. The list of possible protocols is extensive.(Citation: Wikipedia OSI) Specific examples include use of network layer protocols, such as"
T1098,Account Manipulation,False,persistence|privilege-escalation,Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries may manipulate accounts to maintain and/or elevate access to victim systems. Account manipulation may consist of any action that preserves or modifies adversary access to a compromised account, such as modifying credentials or permission groups.(Citation: FireEye SMOK"
T1098.001,Additional Cloud Credentials,True,persistence|privilege-escalation,IaaS|Identity Provider|SaaS,Adversaries may add adversary-controlled credentials to a cloud account to maintain persistent access to victim accounts and instances within the environment.
T1098.002,Additional Email Delegate Permissions,True,persistence|privilege-escalation,Windows|Office Suite,Adversaries may grant additional permission levels to maintain persistent access to an adversary-controlled email account. 
T1098.003,Additional Cloud Roles,True,persistence|privilege-escalation,IaaS|Identity Provider|Office Suite|SaaS,"An adversary may add additional roles or permissions to an adversary-controlled cloud account to maintain persistent access to a tenant. For example, adversaries may update IAM policies in cloud-based environments or add a new global administrator in Office 365 environments.(Cita"
T1098.004,SSH Authorized Keys,True,persistence|privilege-escalation,ESXi|IaaS|Linux|macOS|Network Devices,"Adversaries may modify the SSH <code>authorized_keys</code> file to maintain persistence on a victim host. Linux distributions, macOS, and ESXi hypervisors commonly use key-based authentication to secure the authentication process of SSH sessions for remote management. The <code>"
T1098.005,Device Registration,True,persistence|privilege-escalation,Windows|Identity Provider,"Adversaries may register a device to an adversary-controlled account. Devices may be registered in a multifactor authentication (MFA) system, which handles authentication to the network, or in a device management system, which handles device access and compliance."
T1098.006,Additional Container Cluster Roles,True,persistence|privilege-escalation,Containers,"An adversary may add additional roles or permissions to an adversary-controlled user or service account to maintain persistent access to a container orchestration system. For example, an adversary with sufficient permissions may create a RoleBinding or a ClusterRoleBinding to bin"
T1098.007,Additional Local or Domain Groups,True,persistence|privilege-escalation,Windows|macOS|Linux,An adversary may add additional local or domain groups to an adversary-controlled account to maintain persistent access to a system or domain.
T1102,Web Service,False,command-and-control,ESXi|Linux|macOS|Windows,"Adversaries may use an existing, legitimate external Web service as a means for relaying data to/from a compromised system. Popular websites, cloud services, and social media acting as a mechanism for C2 may give a significant amount of cover due to the likelihood that hosts with"
T1102.001,Dead Drop Resolver,True,command-and-control,ESXi|Linux|macOS|Windows,"Adversaries may use an existing, legitimate external Web service to host information that points to additional command and control (C2) infrastructure. Adversaries may post content, known as a dead drop resolver, on Web services with embedded (and often obfuscated/encoded) domain"
T1102.002,Bidirectional Communication,True,command-and-control,ESXi|Linux|macOS|Windows,"Adversaries may use an existing, legitimate external Web service as a means for sending commands to and receiving output from a compromised system over the Web service channel. Compromised systems may leverage popular websites and social media to host command and control (C2) ins"
T1102.003,One-Way Communication,True,command-and-control,Linux|macOS|Windows|ESXi,"Adversaries may use an existing, legitimate external Web service as a means for sending commands to a compromised system without receiving return output over the Web service channel. Compromised systems may leverage popular websites and social media to host command and control (C"
T1104,Multi-Stage Channels,False,command-and-control,Linux|macOS|Windows|ESXi,Adversaries may create multiple stages for command and control that are employed under different conditions or for certain functions. Use of multiple stages may obfuscate the command and control channel to make detection more difficult.
T1105,Ingress Tool Transfer,False,command-and-control,ESXi|Linux|macOS|Network Devices|Windows,Adversaries may transfer tools or other files from an external system into a compromised environment. Tools or files may be copied from an external adversary-controlled system to the victim network through the command and control channel or through alternate protocols such as [ft
T1106,Native API,False,execution,Linux|macOS|Windows,"Adversaries may interact with the native OS application programming interface (API) to execute behaviors. Native APIs provide a controlled means of calling low-level OS services within the kernel, such as those involving hardware/devices, memory, and processes.(Citation: NT API W"
T1110,Brute Force,False,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries may use brute force techniques to gain access to accounts when passwords are unknown or when password hashes are obtained.(Citation: TrendMicro Pawn Storm Dec 2020) Without knowledge of the password for an account or set of accounts, an adversary may systematically gu"
T1110.001,Password Guessing,True,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries with no prior knowledge of legitimate credentials within the system or environment may guess passwords to attempt access to accounts. Without knowledge of the password for an account, an adversary may opt to systematically guess the password using a repetitive or iter"
T1110.002,Password Cracking,True,credential-access,Identity Provider|Linux|macOS|Network Devices|Office Suite|Windows,"Adversaries may use password cracking to attempt to recover usable credentials, such as plaintext passwords, when credential material such as password hashes are obtained. [OS Credential Dumping](https://attack.mitre.org/techniques/T1003) can be used to obtain password hashes, th"
T1110.003,Password Spraying,True,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|Network Devices|Office Suite|SaaS|Windows|macOS,"Adversaries may use a single or small list of commonly used passwords against many different accounts to attempt to acquire valid account credentials. Password spraying uses one password (e.g. 'Password01'), or a small list of commonly used passwords, that may match the complexit"
T1110.004,Credential Stuffing,True,credential-access,Containers|ESXi|IaaS|Identity Provider|Linux|macOS|Network Devices|Office Suite|SaaS|Windows,"Adversaries may use credentials obtained from breach dumps of unrelated accounts to gain access to target accounts through credential overlap. Occasionally, large numbers of username and password pairs are dumped online when a website or service is compromised and the user accoun"
T1111,Multi-Factor Authentication Interception,False,credential-access,Linux|macOS|Windows,"Adversaries may target multi-factor authentication (MFA) mechanisms, (i.e., smart cards, token generators, etc.) to gain access to credentials that can be used to access systems, services, and network resources. Use of MFA is recommended and provides a higher level of security th"
T1112,Modify Registry,False,defense-impairment|persistence,Windows,"Adversaries may interact with the Windows Registry as part of a variety of other techniques to aid in defense evasion, persistence, and execution."
T1113,Screen Capture,False,collection,Linux|macOS|Windows,Adversaries may attempt to take screen captures of the desktop to gather information over the course of an operation. Screen capturing functionality may be included as a feature of a remote access tool used in post-compromise operations. Taking a screenshot is also typically poss
T1114,Email Collection,False,collection,Windows|macOS|Linux|Office Suite,"Adversaries may target user email to collect sensitive information. Emails may contain sensitive data, including trade secrets or personal information, that can prove valuable to adversaries. Emails may also contain details of ongoing incident response operations, which may allow"
T1114.001,Local Email Collection,True,collection,Windows,"Adversaries may target user email on local systems to collect sensitive information. Files containing email data can be acquired from a user’s local system, such as Outlook storage or cache files."
T1114.002,Remote Email Collection,True,collection,Office Suite|Windows,"Adversaries may target an Exchange server, Office 365, or Google Workspace to collect sensitive information. Adversaries may leverage a user's credentials and interact directly with the Exchange server to acquire information from within a network. Adversaries may also access exte"
T1114.003,Email Forwarding Rule,True,collection,Linux|macOS|Office Suite|Windows,"Adversaries may setup email forwarding rules to collect sensitive information. Adversaries may abuse email forwarding rules to monitor the activities of a victim, steal information, and further gain intelligence on the victim or the victim’s organization to use as part of further"
T1115,Clipboard Data,False,collection,Linux|macOS|Windows,Adversaries may collect data stored in the clipboard from users copying information within or between applications. 
T1119,Automated Collection,False,collection,IaaS|Linux|macOS|Office Suite|SaaS|Windows,"Once established within a system or network, an adversary may use automated techniques for collecting internal data. Methods for performing this technique could include use of a [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059) to search for and copy "
T1120,Peripheral Device Discovery,False,discovery,Linux|macOS|Windows,Adversaries may attempt to gather information about attached peripheral devices and components connected to a computer system.(Citation: Peripheral Discovery Linux)(Citation: Peripheral Discovery macOS) Peripheral devices could include auxiliary resources that support a variety o
T1123,Audio Capture,False,collection,Linux|macOS|Windows,"An adversary can leverage a computer's peripheral devices (e.g., microphones and webcams) or applications (e.g., voice and video call services) to capture audio recordings for the purpose of listening into sensitive conversations to gather information.(Citation: ESET Attor Oct 20"
T1124,System Time Discovery,False,discovery,ESXi|Linux|macOS|Network Devices|Windows,"An adversary may gather the system time and/or time zone settings from a local or remote system. The system time is set and stored by services, such as the Windows Time Service on Windows or <code>systemsetup</code> on macOS.(Citation: MSDN System Time)(Citation: Technet Windows "
T1125,Video Capture,False,collection,Linux|macOS|Windows,"An adversary can leverage a computer's peripheral devices (e.g., integrated cameras or webcams) or applications (e.g., video call services) to capture video recordings for the purpose of gathering information. Images may also be captured from devices or applications, potentially "
T1127,Trusted Developer Utilities Proxy Execution,False,stealth|execution,Windows,"Adversaries may take advantage of trusted developer utilities to proxy execution of malicious payloads. There are many utilities used for software development related tasks that can be used to execute code in various forms to assist in development, debugging, and reverse engineer"
T1127.001,MSBuild,True,stealth|execution,Windows,Adversaries may use MSBuild to proxy execution of code through a trusted Windows utility. MSBuild.exe (Microsoft Build Engine) is a software build platform used by Visual Studio. It handles XML formatted project files that define requirements for loading and building various plat
T1127.002,ClickOnce,True,stealth|execution,Windows,Adversaries may use ClickOnce applications (.appref-ms and .application files) to proxy execution of code through a trusted Windows utility.(Citation: Burke/CISA ClickOnce BlackHat) ClickOnce is a deployment that enables a user to create self-updating Windows-based .NET applicati
T1127.003,JamPlus,True,stealth|execution,Windows,Adversaries may use `JamPlus` to proxy the execution of a malicious script. `JamPlus` is a build utility tool for code and data build systems. It works with several popular compilers and can be used for generating workspaces in code editors such as Visual Studio.(Citation: JamPlu
T1129,Shared Modules,False,execution,Linux|macOS|Windows,"Adversaries may execute malicious payloads via loading shared modules. Shared modules are executable files that are loaded into processes to provide access to reusable code, such as specific custom functions or invoking OS API functions (i.e., [Native API](https://attack.mitre.or"
T1132,Data Encoding,False,command-and-control,ESXi|Linux|macOS|Windows,Adversaries may encode data to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system. Use of data encoding may adhere to existing protocol specifications and includes use
T1132.001,Standard Encoding,True,command-and-control,ESXi|Linux|macOS|Windows,Adversaries may encode data with a standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a standard data encoding system that adheres to existing protocol specifications
T1132.002,Non-Standard Encoding,True,command-and-control,ESXi|Linux|macOS|Windows,Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a non-standard data encoding system that diverges from existing protocol spe
T1133,External Remote Services,False,persistence|initial-access,Containers|Linux|macOS|Windows,"Adversaries may leverage external-facing remote services to initially access and/or persist within a network. Remote services such as VPNs, Citrix, and other access mechanisms allow users to connect to internal enterprise network resources from external locations. There are often"
T1134,Access Token Manipulation,False,stealth|privilege-escalation,Windows,Adversaries may modify access tokens to operate under a different user or system security context to perform actions and bypass access controls. Windows uses access tokens to determine the ownership of a running process. A user can manipulate access tokens to make a running proce
T1134.001,Token Impersonation/Theft,True,stealth|privilege-escalation,Windows,"Adversaries may duplicate then impersonate another user's existing token to escalate privileges and bypass access controls. For example, an adversary can duplicate an existing token using `DuplicateToken` or `DuplicateTokenEx`.(Citation: DuplicateToken function) The token can the"
T1134.002,Create Process with Token,True,stealth|privilege-escalation,Windows,Adversaries may create a new process with an existing token to escalate privileges and bypass access controls. Processes can be created with the token and resulting security context of another user using features such as <code>CreateProcessWithTokenW</code> and <code>runas</code>
T1134.003,Make and Impersonate Token,True,stealth|privilege-escalation,Windows,"Adversaries may make new tokens and impersonate users to escalate privileges and bypass access controls. For example, if an adversary has a username and password but the user is not logged onto the system the adversary can then create a logon session for the user using the `Logon"
T1134.004,Parent PID Spoofing,True,stealth|privilege-escalation,Windows,"Adversaries may spoof the parent process identifier (PPID) of a new process to evade process-monitoring defenses or to elevate privileges. New processes are typically spawned directly from their parent, or calling, process unless explicitly specified. One way of explicitly assign"
T1134.005,SID-History Injection,True,stealth|privilege-escalation,Windows,Adversaries may use SID-History Injection to escalate privileges and bypass access controls. The Windows security identifier (SID) is a unique value that identifies a user or group account. SIDs are used by Windows security in both security descriptors and access tokens. (Citatio
T1135,Network Share Discovery,False,discovery,Linux|macOS|Windows,Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and to identify potential systems of interest for Lateral Movement. Networks often contain shared network drives and folde
T1136,Create Account,False,persistence,Windows|IaaS|Linux|macOS|Network Devices|Containers|SaaS|Office Suite|Identity Provider|ESXi,"Adversaries may create an account to maintain access to victim systems.(Citation: Symantec WastedLocker June 2020) With a sufficient level of access, creating such accounts may be used to establish secondary credentialed access that do not require persistent remote access tools t"
T1136.001,Local Account,True,persistence,Containers|ESXi|Linux|macOS|Network Devices|Windows,"Adversaries may create a local account to maintain access to victim systems. Local accounts are those configured by an organization for use by users, remote support, services, or for administration on a single system or service. "
T1136.002,Domain Account,True,persistence,Linux|macOS|Windows,Adversaries may create a domain account to maintain access to victim systems. Domain accounts are those managed by Active Directory Domain Services where access and permissions are configured across systems and services that are part of that domain. Domain accounts can cover user
T1136.003,Cloud Account,True,persistence,IaaS|SaaS|Office Suite|Identity Provider,"Adversaries may create a cloud account to maintain access to victim systems. With a sufficient level of access, such accounts may be used to establish secondary credentialed access that does not require persistent remote access tools to be deployed on the system.(Citation: Micros"
T1137,Office Application Startup,False,persistence,Windows|Office Suite,Adversaries may leverage Microsoft Office-based applications for persistence between startups. Microsoft Office is a fairly common application suite on Windows-based operating systems within an enterprise network. There are multiple mechanisms that can be used with Office for per
T1137.001,Office Template Macros,True,persistence,Office Suite|Windows,Adversaries may abuse Microsoft Office templates to obtain persistence on a compromised system. Microsoft Office contains templates that are part of common Office applications and are used to customize styles. The base templates within the application are used each time an applic
T1137.002,Office Test,True,persistence,Windows|Office Suite,"Adversaries may abuse the Microsoft Office ""Office Test"" Registry key to obtain persistence on a compromised system. An Office Test Registry location exists that allows a user to specify an arbitrary DLL that will be executed every time an Office application is started. This Regi"
T1137.003,Outlook Forms,True,persistence,Windows|Office Suite,Adversaries may abuse Microsoft Outlook forms to obtain persistence on a compromised system. Outlook forms are used as templates for presentation and functionality in Outlook messages. Custom Outlook forms can be created that will execute code when a specifically crafted email is
T1137.004,Outlook Home Page,True,persistence,Windows|Office Suite,Adversaries may abuse Microsoft Outlook's Home Page feature to obtain persistence on a compromised system. Outlook Home Page is a legacy feature used to customize the presentation of Outlook folders. This feature allows for an internal or external URL to be loaded and presented w
T1137.005,Outlook Rules,True,persistence,Windows|Office Suite,"Adversaries may abuse Microsoft Outlook rules to obtain persistence on a compromised system. Outlook rules allow a user to define automated behavior to manage email messages. A benign rule might, for example, automatically move an email to a particular folder in Outlook if it con"
T1137.006,Add-ins,True,persistence,Windows|Office Suite,Adversaries may abuse Microsoft Office add-ins to obtain persistence on a compromised system. Office add-ins can be used to add functionality to Office programs. (Citation: Microsoft Office Add-ins) There are different types of add-ins that can be used by the various Office produ
T1140,Deobfuscate/Decode Files or Information,False,stealth,ESXi|Linux|macOS|Windows,Adversaries may use [Obfuscated Files or Information](https://attack.mitre.org/techniques/T1027) to hide artifacts of an intrusion from analysis. They may require separate mechanisms to decode or deobfuscate that information depending on how they intend to use it. Methods for doi
T1176,Software Extensions,False,persistence,Linux|macOS|Windows,"Adversaries may abuse software extensions to establish persistent access to victim systems. Software extensions are modular components that enhance or customize the functionality of software applications, including web browsers, Integrated Development Environments (IDEs), and oth"
T1176.001,Browser Extensions,True,persistence,Linux|Windows|macOS,Adversaries may abuse internet browser extensions to establish persistent access to victim systems. Browser extensions or plugins are small programs that can add functionality to and customize aspects of internet browsers. They can be installed directly via a local file or custom
T1176.002,IDE Extensions,True,persistence,Linux|macOS|Windows,"Adversaries may abuse an integrated development environment (IDE) extension to establish persistent access to victim systems.(Citation: Mnemonic misuse visual studio) IDEs such as Visual Studio Code, IntelliJ IDEA, and Eclipse support extensions - software components that add fea"
T1185,Browser Session Hijacking,False,collection,Windows,"Adversaries may take advantage of security vulnerabilities and inherent functionality in browser software to change content, modify user-behaviors, and intercept information as part of various browser session hijacking techniques.(Citation: Wikipedia Man in the Browser)"
T1187,Forced Authentication,False,credential-access,Windows,Adversaries may gather credential material by invoking or forcing a user to automatically provide authentication information through a mechanism in which they can intercept.
T1189,Drive-by Compromise,False,initial-access,Identity Provider|Linux|macOS|Windows,"Adversaries may gain access to a system through a user visiting a website over the normal course of browsing. Multiple ways of delivering exploit code to a browser exist (i.e., [Drive-by Target](https://attack.mitre.org/techniques/T1608/004)), including:"
T1190,Exploit Public-Facing Application,False,initial-access,Containers|ESXi|IaaS|Linux|macOS|Network Devices|Windows,"Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The weakness in the system can be a software bug, a temporary glitch, or a misconfiguration."
T1195,Supply Chain Compromise,False,initial-access,Linux|Windows|macOS|SaaS,Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.
T1195.001,Compromise Software Dependencies and Development Tools,True,initial-access,Linux|macOS|Windows,Adversaries may manipulate software dependencies and development tools prior to receipt by a final consumer for the purpose of data or system compromise. Applications often depend on external software to function properly. Popular open source projects that are used as dependencie
T1195.002,Compromise Software Supply Chain,True,initial-access,Linux|Windows|macOS,"Adversaries may manipulate application software prior to receipt by a final consumer for the purpose of data or system compromise. Supply chain compromise of software can take place in a number of ways, including manipulation of the application source code, manipulation of the up"
T1195.003,Compromise Hardware Supply Chain,True,initial-access,Linux|macOS|Windows,"Adversaries may manipulate hardware components in products prior to receipt by a final consumer for the purpose of data or system compromise. By modifying hardware or firmware in the supply chain, adversaries can insert a backdoor into consumer networks that may be difficult to d"
T1197,BITS Jobs,False,stealth|persistence|execution,Windows,"Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through [Component Object Model](https://attack.mitre.org/tec"
T1199,Trusted Relationship,False,initial-access,IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows,Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a networ
T1200,Hardware Additions,False,initial-access,Windows|Linux|macOS,"Adversaries may physically introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access. Rather than just connecting and distributing payloads via removable storage (i.e. [Replication Through "
T1201,Password Policy Discovery,False,discovery,Windows|Linux|macOS|IaaS|Network Devices|Identity Provider|SaaS|Office Suite,Adversaries may attempt to access detailed information about the password policy used within an enterprise network or cloud environment. Password policies are a way to enforce complex passwords that are difficult to guess or crack through [Brute Force](https://attack.mitre.org/te
T1202,Indirect Command Execution,False,stealth,Windows,"Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters. Various Windows utilities may be used to execute commands, possibly without invoking [cmd](https://attack.mitre.org/software/S0106). F"
T1203,Exploitation for Client Execution,False,execution,Linux|macOS|Windows,Adversaries may exploit software vulnerabilities in client applications to execute code. Vulnerabilities can exist in software due to unsecure coding practices that can lead to unanticipated behavior. Adversaries can take advantage of certain vulnerabilities through targeted expl
T1204,User Execution,False,execution,Linux|Windows|macOS|IaaS|Containers,"An adversary may rely upon specific actions by a user in order to gain execution. Users may be subjected to social engineering to get them to execute malicious code by, for example, opening a malicious document file or link. These user actions will typically be observed as follow"
T1204.001,Malicious Link,True,execution,Linux|macOS|Windows,An adversary may rely upon a user clicking a malicious link in order to gain execution. Users may be subjected to social engineering to get them to click on a link that will lead to code execution. This user action will typically be observed as follow-on behavior from [Spearphish
T1204.002,Malicious File,True,execution,Linux|macOS|Windows,An adversary may rely upon a user opening a malicious file in order to gain execution. Users may be subjected to social engineering to get them to open a file that will lead to code execution. This user action will typically be observed as follow-on behavior from [Spearphishing A
T1204.003,Malicious Image,True,execution,IaaS|Containers,"Adversaries may rely on a user running a malicious image to facilitate execution. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and Azure Images as well as popular container runtimes such as Docker can be backdoored. Backdoored images"
T1204.004,Malicious Copy and Paste,True,execution,Linux|macOS|Windows,An adversary may rely upon a user copying and pasting code in order to gain execution. Users may be subjected to social engineering to get them to copy and paste code directly into a [Command and Scripting Interpreter](https://attack.mitre.org/techniques/T1059). One such strategy
T1204.005,Malicious Library,True,execution,Linux|macOS|Windows,"Adversaries may rely on a user installing a malicious library to facilitate execution. Threat actors may [Upload Malware](https://attack.mitre.org/techniques/T1608/001) to package managers such as NPM and PyPi, as well as to public code repositories such as GitHub. User may insta"
T1205,Traffic Signaling,False,stealth|persistence|command-and-control,Linux|macOS|Network Devices|Windows,"Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control. Traffic signaling involves the use of a magic value or sequence that must be sent to a system to trigger a special response, such as opening a cl"
T1205.001,Port Knocking,True,stealth|persistence|command-and-control,Linux|macOS|Network Devices|Windows,"Adversaries may use port knocking to hide open ports used for persistence or command and control. To enable a port, an adversary sends a series of attempted connections to a predefined sequence of closed ports. After the sequence is completed, opening a port is often accomplished"
T1205.002,Socket Filters,True,stealth|persistence|command-and-control,Linux|macOS|Windows,"Adversaries may attach filters to a network socket to monitor then activate backdoors used for persistence or command and control. With elevated permissions, adversaries can use features such as the `libpcap` library to open sockets and install filters to allow or disallow certai"
T1207,Rogue Domain Controller,False,defense-impairment,Windows,"Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. DCShadow may be used to create a rogue Domain Controller (DC). DCShadow is a method of manipulating Active Directory (AD) data, including objects and schemas, by registering (or re"
T1210,Exploitation of Remote Services,False,lateral-movement,Linux|Windows|macOS|ESXi,"Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system softwar"
T1211,Exploitation for Stealth,False,stealth,Linux|Windows|macOS|SaaS|IaaS,"Adversaries may exploit vulnerabilities to evade detection by hiding activity, suppressing logging, or operating within trusted or unmonitored components. "
T1212,Exploitation for Credential Access,False,credential-access,Linux|Windows|macOS|Identity Provider,"Adversaries may exploit software vulnerabilities in an attempt to collect credentials. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execu"
T1213,Data from Information Repositories,False,collection,Linux|Windows|macOS|SaaS|IaaS|Office Suite,"Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid "
T1213.001,Confluence,True,collection,SaaS,
T1213.002,Sharepoint,True,collection,Office Suite|Windows,"Adversaries may leverage the SharePoint repository as a source to mine valuable information. SharePoint will often contain useful information for an adversary to learn about the structure and functionality of the internal network and systems. For example, the following is a list "
